filename,evaluator_type,total,evaluates,corrects,errors,accuracy,calibrated_accuracy,avg_query_tokens,avg_response_tokens,avg_query_len,avg_response_len,start_time,end_time,elapsed_minutes,args,git_branch,git_commit_id
Qwen_Qwen3-235B-A22B-Instruct-2507_openlifescienceai_medmcqa_251027-115415.json,mcqa,1000,1000,633,164,0.633,0.757177033492823,371.152,542.0944976076555,1206.628,2036.42,2025-10-27T11:54:15.176540,2025-10-27T14:10:30.992088,136.26359246666667,"{'model_name': 'Qwen/Qwen3-235B-A22B-Instruct-2507', 'api_key': '****', 'base_url': 'https://api.siliconflow.cn/v1', 'is_gim': False, 'use_gim_prompt': True, 'reason_budget': 8, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 1000, 'num_proc': 10, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'dataset': {'path': 'openlifescienceai/medmcqa', 'name': None, 'split': 'validation'}}",feat/gim-prompt,50be3faf4844003ce44eb6e2e2ebcfe06cbef63a
Qwen_Qwen3-235B-A22B-Instruct-2507_allenai_qasc_251029-132643.json,mcqa,920,920,458,416,0.49782608695652175,0.9087301587301587,666.354347826087,969.1825396825396,1955.5152173913043,2416.825,2025-10-29T13:26:43.504776,2025-10-29T15:56:56.794052,150.22148793333332,"{'model_name': 'Qwen/Qwen3-235B-A22B-Instruct-2507', 'api_key': '****', 'base_url': 'https://api.siliconflow.cn/v1', 'is_gim': False, 'use_gim_prompt': True, 'reason_budget': 18, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 920, 'num_proc': 10, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'dataset': {'path': 'allenai/qasc', 'name': None, 'split': 'validation'}}",feat/gim-prompt,50be3faf4844003ce44eb6e2e2ebcfe06cbef63a
Qwen_Qwen3-235B-A22B-Instruct-2507_allenai_qasc_251029-040658.json,mcqa,920,920,795,44,0.8641304347826086,0.9075342465753424,209.35434782608695,243.81278538812785,746.5152173913043,1064.354347826087,2025-10-29T04:06:58.322756,2025-10-29T04:53:53.573562,46.92084676666666,"{'model_name': 'Qwen/Qwen3-235B-A22B-Instruct-2507', 'api_key': '****', 'base_url': 'https://api.siliconflow.cn/v1', 'is_gim': False, 'use_gim_prompt': True, 'reason_budget': 2, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 920, 'num_proc': 10, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'dataset': {'path': 'allenai/qasc', 'name': None, 'split': 'validation'}}",feat/gim-prompt,50be3faf4844003ce44eb6e2e2ebcfe06cbef63a
Qwen_Qwen3-235B-A22B-Instruct-2507_allenai_qasc_251029-081853.json,mcqa,920,920,671,172,0.7293478260869565,0.8970588235294118,434.35434782608695,592.0427807486631,1347.5152173913043,2202.304347826087,2025-10-29T08:18:53.760155,2025-10-29T09:41:59.897851,83.10229493333333,"{'model_name': 'Qwen/Qwen3-235B-A22B-Instruct-2507', 'api_key': '****', 'base_url': 'https://api.siliconflow.cn/v1', 'is_gim': False, 'use_gim_prompt': True, 'reason_budget': 10, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 920, 'num_proc': 10, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'dataset': {'path': 'allenai/qasc', 'name': None, 'split': 'validation'}}",feat/gim-prompt,50be3faf4844003ce44eb6e2e2ebcfe06cbef63a
Qwen_Qwen3-235B-A22B-Instruct-2507_Idavidrein_gpqa_251027-002717.json,mcqa,198,198,89,66,0.4494949494949495,0.6742424242424242,704.3939393939394,1262.2575757575758,2097.1060606060605,2811.6363636363635,2025-10-27T00:27:17.774438,2025-10-27T01:31:55.391063,64.62694375,"{'model_name': 'Qwen/Qwen3-235B-A22B-Instruct-2507', 'api_key': '****', 'base_url': 'https://api.siliconflow.cn/v1', 'is_gim': False, 'use_gim_prompt': True, 'reason_budget': 14, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 198, 'num_proc': 10, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'dataset': {'path': 'Idavidrein/gpqa', 'name': 'gpqa_diamond', 'split': 'train'}}",feat/gim-prompt,50be3faf4844003ce44eb6e2e2ebcfe06cbef63a
Qwen_Qwen3-235B-A22B-Instruct-2507_TIGER-Lab_MMLU-Pro_251028-222321.json,mcqa,1000,1000,427,507,0.427,0.8661257606490872,762.437,1276.9148073022313,2306.01,1976.994,2025-10-28T22:23:21.015181,2025-10-29T00:46:57.777070,143.61269815,"{'model_name': 'Qwen/Qwen3-235B-A22B-Instruct-2507', 'api_key': '****', 'base_url': 'https://api.siliconflow.cn/v1', 'is_gim': False, 'use_gim_prompt': True, 'reason_budget': 16, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 1000, 'num_proc': 10, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'dataset': {'path': 'TIGER-Lab/MMLU-Pro', 'name': None, 'split': 'test'}}",feat/gim-prompt,50be3faf4844003ce44eb6e2e2ebcfe06cbef63a
Qwen_Qwen3-235B-A22B-Instruct-2507_openlifescienceai_medmcqa_251027-232814.json,mcqa,1000,1000,422,439,0.422,0.7522281639928698,660.152,995.5632798573976,1965.628,2490.618,2025-10-27T23:28:14.865865,2025-10-28T03:17:39.133103,229.40445396666667,"{'model_name': 'Qwen/Qwen3-235B-A22B-Instruct-2507', 'api_key': '****', 'base_url': 'https://api.siliconflow.cn/v1', 'is_gim': False, 'use_gim_prompt': True, 'reason_budget': 18, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 1000, 'num_proc': 10, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'dataset': {'path': 'openlifescienceai/medmcqa', 'name': None, 'split': 'validation'}}",feat/gim-prompt,50be3faf4844003ce44eb6e2e2ebcfe06cbef63a
Qwen_Qwen3-235B-A22B-Instruct-2507_TIGER-Lab_MMLU-Pro_251028-200747.json,mcqa,1000,1000,396,520,0.396,0.825,704.435,1141.5666666666666,2154.01,1840.824,2025-10-28T20:07:47.649550,2025-10-28T22:23:07.303268,135.32756196666665,"{'model_name': 'Qwen/Qwen3-235B-A22B-Instruct-2507', 'api_key': '****', 'base_url': 'https://api.siliconflow.cn/v1', 'is_gim': False, 'use_gim_prompt': True, 'reason_budget': 14, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 1000, 'num_proc': 10, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'dataset': {'path': 'TIGER-Lab/MMLU-Pro', 'name': None, 'split': 'test'}}",feat/gim-prompt,50be3faf4844003ce44eb6e2e2ebcfe06cbef63a
Qwen_Qwen3-235B-A22B-Instruct-2507_Idavidrein_gpqa_251026-224209.json,mcqa,198,198,93,57,0.4696969696969697,0.6595744680851063,588.3939393939394,1001.1914893617021,1793.1060606060605,2386.5050505050503,2025-10-26T22:42:09.228891,2025-10-26T23:22:30.030814,40.346698716666666,"{'model_name': 'Qwen/Qwen3-235B-A22B-Instruct-2507', 'api_key': '****', 'base_url': 'https://api.siliconflow.cn/v1', 'is_gim': False, 'use_gim_prompt': True, 'reason_budget': 10, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 198, 'num_proc': 10, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'dataset': {'path': 'Idavidrein/gpqa', 'name': 'gpqa_diamond', 'split': 'train'}}",feat/gim-prompt,50be3faf4844003ce44eb6e2e2ebcfe06cbef63a
Qwen_Qwen3-235B-A22B-Instruct-2507_openlifescienceai_medmcqa_251027-091352.json,mcqa,1000,1000,605,203,0.605,0.7590966122961104,315.152,461.86323713927226,1056.628,1661.564,2025-10-27T09:13:52.614528,2025-10-27T11:54:03.603239,160.18314518333332,"{'model_name': 'Qwen/Qwen3-235B-A22B-Instruct-2507', 'api_key': '****', 'base_url': 'https://api.siliconflow.cn/v1', 'is_gim': False, 'use_gim_prompt': True, 'reason_budget': 6, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 1000, 'num_proc': 10, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'dataset': {'path': 'openlifescienceai/medmcqa', 'name': None, 'split': 'validation'}}",feat/gim-prompt,50be3faf4844003ce44eb6e2e2ebcfe06cbef63a
Qwen_Qwen3-235B-A22B-Instruct-2507_allenai_qasc_251029-120644.json,mcqa,920,920,258,638,0.28043478260869564,0.9148936170212766,608.3554347826087,865.063829787234,1803.5152173913043,1207.6228260869566,2025-10-29T12:06:44.027245,2025-10-29T13:26:31.532604,79.79175598333333,"{'model_name': 'Qwen/Qwen3-235B-A22B-Instruct-2507', 'api_key': '****', 'base_url': 'https://api.siliconflow.cn/v1', 'is_gim': False, 'use_gim_prompt': True, 'reason_budget': 16, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 920, 'num_proc': 10, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'dataset': {'path': 'allenai/qasc', 'name': None, 'split': 'validation'}}",feat/gim-prompt,50be3faf4844003ce44eb6e2e2ebcfe06cbef63a
